C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_31_749.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_31_749.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_31_749.jpg, 0, 0, 0, 7.808884E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_31_853.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_31_853.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_31_853.jpg, 0, 0, 0, 7.99179E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_31_955.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_31_955.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_31_955.jpg, 0, 0, 0, 8.180379E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_32_058.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_32_058.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_32_058.jpg, 0, 0, 0, 7.80225E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_32_163.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_32_163.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_32_163.jpg, 0, 0, 0, 7.87468E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_32_265.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_32_265.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_32_265.jpg, 0, 0, 0, 7.777433E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_32_369.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_32_369.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_32_369.jpg, 0, 0, 0, 7.858367E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_32_477.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_32_477.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_32_477.jpg, 0, 0, 0, 7.784711E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_32_597.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_32_597.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_32_597.jpg, 0, 0, 0, 7.818065E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_32_701.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_32_701.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_32_701.jpg, 0, 0, 0, 7.805958E-05
C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\center_2020_06_18_14_17_32_805.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\left_2020_06_18_14_17_32_805.jpg, C:\Users\MGertner\Desktop\Autonomus car\Data\IMG\right_2020_06_18_14_17_32_805.jpg, 0, 0, 0, 7.784979E-05
